Code,WO,Maintenance Plant,WTG/Solar,Priority,Description,Long description,Detected,Approved,Deadline,To execute,Created on,User,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
7000814487,3003057108,WF KILGALLIOCH,H-76,3,P*FG005 & FG008 CABINETS DAMAGED,,APR,,,06/05/2021,06/05/2021,,05/08/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID8A076,30/09/2025,,E925230
7000814488,3003057109,WF KILGALLIOCH,H-76,5,P*1 x YAW TRAY BOLTS SHEARED,,APR,,,22/10/2020,22/10/2020,,22/10/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID8A076,30/09/2025,,E925230
7000814489,3003057111,WF KILGALLIOCH,H-76,4,P*YAW SEAL DAMAGED,,APR,,,01/08/2023,01/08/2023,,01/02/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID8A076,30/09/2025,,E925230
7000814490,,WF KILGALLIOCH,H-76,4,Turbine access door stay pin missing,,APR,,,27/11/2024,27/11/2024,,27/05/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID8A076,30/09/2025,,E925230
7000814492,3003057113,WF KILGALLIOCH,I-77,3,CCU Cooling pump minor leak,,APR,,,07/05/2020,07/05/2020,,06/08/2020,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814493,3003057314,WF KILGALLIOCH,I-77,3,GB Leaking @ rotational union bearing co,GB Leaking @ rotational union bearing co,APR,,,07/05/2020,07/05/2020,,06/08/2020,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814494,3003057315,WF KILGALLIOCH,I-77,5,P*YAW TRAY BOLTS BROKEN,,APR,,,01/09/2020,01/09/2020,,01/09/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814495,3003057316,WF KILGALLIOCH,I-77,3,P* LOUVRE INOP,,APR,,,13/04/2021,13/04/2021,,13/07/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814496,3003057317,WF KILGALLIOCH,I-77,3,P* PUMP DISCONNECTED AT KM480,,APR,,,13/04/2021,13/04/2021,,13/07/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814497,3003057318,WF KILGALLIOCH,I-77,3,P*MAIN SHAFT BEARING SEAL,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814498,3003057319,WF KILGALLIOCH,I-77,3,P*LEAK FROM GEARBOX INTERCOOLER HOSE,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814499,3003057320,WF KILGALLIOCH,I-77,4,P*DOOR SEAL REPAIR,,APR,,,21/08/2023,21/08/2023,,21/02/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A077,30/09/2025,,E925230
7000814501,,WF KILGALLIOCH,I-78,3,Transformer Heater to be replaced,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A078,30/09/2025,,E925230
7000814502,,WF KILGALLIOCH,I-79,3,Hub Hose to be replaced,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A079,30/09/2025,,E925230
7000814503,,WF KILGALLIOCH,I-79,4,Hub Cabinet Fan cover missing,,APR,,,27/11/2024,27/11/2024,,27/05/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A079,30/09/2025,,E925230
7000814505,,WF KILGALLIOCH,I-80,3,Blade A Pitch Ram Leaking,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A080,30/09/2025,,E925230
7000814506,,WF KILGALLIOCH,I-80,3,Blade B emergency Accumulator required,,APR,,,27/11/2024,27/11/2024,,26/02/2025,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,FICH,,,,,KID9A080,30/09/2025,,E925230
7000814510,3003057337,WF KILGALLIOCH,I-81,4,P*WINDVANE FAILURE,,APR,,,07/10/2021,07/10/2021,,07/04/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A081,30/09/2025,,E925230
7000814511,3003057340,WF KILGALLIOCH,I-81,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A081,30/09/2025,,E925230
7000814512,7000137912,WF KILGALLIOCH,I-81,3,HYD LEAKE BELOW CHARGE VALVE,,APR,,,05/03/2024,05/03/2024,,04/06/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A081,30/09/2025,,E925230
7000814513,,WF KILGALLIOCH,I-81,5,Yaw grease tray bolts sheared,,APR,,,27/11/2024,27/11/2024,,27/11/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A081,30/09/2025,,E925230
7000814517,3003057351,WF KILGALLIOCH,I-83,3,P*LEAK OUTER BLADE BEARING RETAINERS,,APR,,,29/09/2020,29/09/2020,,29/12/2020,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814518,3003057352,WF KILGALLIOCH,I-83,3,P*PAINT DETERIORATED ON INTERNAL FLANGE,,APR,,,15/04/2021,15/04/2021,,15/07/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814519,3003057354,WF KILGALLIOCH,I-83,4,P*NACELLE FIXING BOLTS LOOSE,,APR,,,06/04/2021,06/04/2021,,06/10/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814520,3003057355,WF KILGALLIOCH,I-83,5,P*GBOX TORQUE ARM SHIMS MISS ALIGNED,,APR,,,06/04/2021,06/04/2021,,06/04/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814521,3003057356,WF KILGALLIOCH,I-83,3,P*BLADE B ACCUMULATOR NO PRESSURE,,APR,,,13/04/2021,13/04/2021,,13/07/2021,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814522,3003057357,WF KILGALLIOCH,I-83,3,P*SLIGHT DAMAGE TO GEN FAN MOTOR,,APR,,,07/10/2021,07/10/2021,,06/01/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814523,7000137904,WF KILGALLIOCH,I-83,3,OIL LEAK AT GBX INTERCOOLER PIPES,,APR,,,05/03/2024,05/03/2024,,04/06/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814524,7000137916,WF KILGALLIOCH,I-83,3,ROTATING UNION LEAKING,,APR,,,05/03/2024,05/03/2024,,04/06/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814525,7000137928,WF KILGALLIOCH,I-83,3,SERVICE ITEM 58 OGS RELAY TEST,,APR,,,05/03/2024,05/03/2024,,04/06/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A083,30/09/2025,,E925230
7000814527,3003057363,WF KILGALLIOCH,I-84,3,SLIGHT LEAK ON BRAKE CALIPER,,APR,,,02/03/2021,02/03/2021,,01/06/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814530,3003057367,WF KILGALLIOCH,I-84,3,AA4002 CABINET DOOR HINGE BROKEN,,APR,,,14/03/2022,14/03/2022,,13/06/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814531,3003057368,WF KILGALLIOCH,I-84,3,COOLING FAN HOUSING DAMAGED,,APR,,,14/03/2022,14/03/2022,,13/06/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814532,3003057369,WF KILGALLIOCH,I-84,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814533,3003057370,WF KILGALLIOCH,I-84,2,P*BEACON UPS FAIL,,APR,,,06/08/2025,06/08/2025,,21/08/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814534,3003057371,WF KILGALLIOCH,I-84,3,P*BOTTOM BRAKE CALLIPER LEAKING,,APR,,,29/05/2023,29/05/2023,,28/08/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814535,7000145521,WF KILGALLIOCH,I-84,3,BLADE A BEARING RETAINER SEAL,,APR,,,06/03/2024,06/03/2024,,05/06/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A084,30/09/2025,,E925230
7000814536,,WF KILGALLIOCH,I-85,3,P*LIFT PLT ARM ROLLER MISSING WHEEL,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Personnel lift,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814537,,WF KILGALLIOCH,I-85,3,P*LIST ESTOP RED CAP MISSING,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Personnel lift,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814542,3003057378,WF KILGALLIOCH,I-85,3,P*REPLACE GENERATOR MOTOR COVER,,APR,,,28/01/2021,28/01/2021,,29/04/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814543,3003057380,WF KILGALLIOCH,I-85,3,P*INTERCOOLER LOUVRE STUCK OPEN,,APR,,,07/10/2021,07/10/2021,,06/01/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814544,3003057383,WF KILGALLIOCH,I-85,3,P*AA4001 VENTILATION PANNEL FALLEN OFF,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814545,3003057384,WF KILGALLIOCH,I-85,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814546,7000145533,WF KILGALLIOCH,I-85,4,NACELLE BOLTS LOOSE NEAR DIST CAB,,APR,,,06/03/2024,06/03/2024,,06/09/2024,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A085,30/09/2025,,E925230
7000814549,3003057386,WF KILGALLIOCH,I-86,5,P*3 X YAW GREASE TRAY BOLTS MISSING,,APR,,,20/11/2020,20/11/2020,,20/11/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A086,30/09/2025,,E925230
7000814551,3003057390,WF KILGALLIOCH,I-86,4,P*TOWER ACCESS DOOR SEAL,,APR,,,25/10/2022,25/10/2022,,25/04/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A086,30/09/2025,,E925230
7000814553,3003057393,WF KILGALLIOCH,I-86,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A086,30/09/2025,,E925230
7000814555,,WF KILGALLIOCH,I-86,3,Blade access cover bolts sheared,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KID9A086,30/09/2025,,E925230
7000814557,3003057396,WF KILGALLIOCH,J-87,5,P*TOP CABINET FAN COVER DAMAGED,,APR,,,04/09/2020,04/09/2020,,04/09/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA087,30/09/2025,,E925230
7000814561,,WF KILGALLIOCH,J-87,3,Investigate TX louver system,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA087,30/09/2025,,E925230
7000814562,3003057401,WF KILGALLIOCH,J-88,3,P*WIND VANE,,APR,,,25/08/2025,25/08/2025,,24/11/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA088,30/09/2025,,E925230
7000814563,3003057403,WF KILGALLIOCH,J-88,3,P*MAIN SHAFT BEARING SEAL,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA088,30/09/2025,,E925230
7000814564,3003057404,WF KILGALLIOCH,J-88,3,P*LEAK FROM GEARBOX INTERCOOLER HOSE,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA088,30/09/2025,,E925230
7000814565,,WF KILGALLIOCH,J-88,3,Blade access cover bolts sheared,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA088,30/09/2025,,E925230
7000814566,3003057405,WF KILGALLIOCH,J-88,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA088,30/09/2025,,E925230
7000814567,,WF KILGALLIOCH,J-89,3,P*NACELLE ANCHOR POINTS CORRODED,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Nacelle,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814569,3003056708,WF KILGALLIOCH,J-89,4,Top control cabinet damaged by hoist cha,Top control cabinet damaged by hoist cha,APR,,,20/03/2020,20/03/2020,,20/09/2020,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814570,3003056709,WF KILGALLIOCH,J-89,5,P*YAW TRAY BOLTS BROKEN,,APR,,,05/10/2020,05/10/2020,,05/10/2021,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814571,3003056711,WF KILGALLIOCH,J-89,3,P*CRACK ON YAW BRACKET,,APR,,,20/03/2023,20/03/2023,,19/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814572,3003056712,WF KILGALLIOCH,J-89,3,P*BRAKE PADS REQ REPLACEMENT,,APR,,,29/05/2023,29/05/2023,,28/08/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814573,,WF KILGALLIOCH,J-89,3,Hub Hose to be replaced,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA089,30/09/2025,,E925230
7000814574,,WF KILGALLIOCH,J-90,5,P*FOUNDATION FOOTING PEDESTAL CRACKED,,APR,,,14/11/2024,14/11/2024,,,,SPR_FO,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814575,,WF KILGALLIOCH,J-90,3,P*LIFT EMERGENCY DOOR RELEASE,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Personnel lift,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814576,,WF KILGALLIOCH,J-90,3,Pitch Accumulator Blade A,,APR,,,26/06/2025,26/06/2025,,25/09/2025,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814577,3003057415,WF KILGALLIOCH,J-90,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814578,,WF KILGALLIOCH,J-90,4,AA4002 cabinet door fan filter casing ne,AA4002 cabinet door fan filter casing ne,APR,,,27/11/2024,27/11/2024,,27/05/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814579,,WF KILGALLIOCH,J-90,4,Replace Yaw Seal,,APR,,,27/11/2024,27/11/2024,,27/05/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814580,,WF KILGALLIOCH,J-90,3,HUB Hose to be replaced,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA090,30/09/2025,,E925230
7000814585,,WF KILGALLIOCH,J-91,3,Transformer Heater to be replaced,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA091,30/09/2025,,E925230
7000814593,,WF KILGALLIOCH,J-93,5,P*LIFT SAFETY LINE MONTIOR AND REPAIR,,APR,,,19/06/2025,19/06/2025,,19/06/2026,,SGRE 1,,Personnel lift,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814594,3003057430,WF KILGALLIOCH,J-93,5,P*YAW TRAY BOLTS MISSING X4,,APR,,,14/05/2021,14/05/2021,,14/05/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814595,3003057433,WF KILGALLIOCH,J-93,3,P*INVESTIGATE TX LOUVRE SYSTEM,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814596,3003057434,WF KILGALLIOCH,J-93,3,P*AA4001 FILTER HOUSING COVER,,APR,,,15/03/2023,15/03/2023,,14/06/2023,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814597,,WF KILGALLIOCH,J-93,4,Digital analyser needs replaced,,APR,,,27/11/2024,27/11/2024,,27/05/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814598,,WF KILGALLIOCH,J-93,3,MAIN SHAFT SEAL INSECURE,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA093,30/09/2025,,E925230
7000814599,,WF KILGALLIOCH,J-94,3,P*CHAIN BUCKET SHACKLES,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Hoist,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814600,3003057436,WF KILGALLIOCH,J-94,3,P*WIND VANE CABLE REPLACEMENT,,APR,,,04/09/2020,04/09/2020,,04/12/2020,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814601,3003057439,WF KILGALLIOCH,J-94,5,P*REPAIR GEL COATING DAMAGE ON ROOF,,APR,,,20/05/2021,20/05/2021,,20/05/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814602,3003057440,WF KILGALLIOCH,J-94,3,P*FG005 BUTTON DAMAGED,,APR,,,02/11/2021,02/11/2021,,01/02/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814604,,WF KILGALLIOCH,J-94,3,REPLACE GBX ONLINE PUMP,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814605,,WF KILGALLIOCH,J-94,3,BLADE B PITCH RAM LEAKING,,APR,,,27/11/2024,27/11/2024,,26/02/2025,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA094,30/09/2025,,E925230
7000814606,,WF KILGALLIOCH,J-95,3,P*LIFT ESTOP RED CAP MISSING,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Personnel lift,MCP,,,0,FICH,,,,,KIDAA095,30/09/2025,,E925230
7000814607,,WF KILGALLIOCH,J-95,3,P*CHAIN HOIST PENDANT WORN,,APR,,,17/06/2025,17/06/2025,,16/09/2025,,SGRE 1,,Hoist,MCP,,,0,FICH,,,,,KIDAA095,30/09/2025,,E925230
7000814609,3003057447,WF KILGALLIOCH,J-95,3,P*HUB HATCH CATCH NEEDS REPLACED,,APR,,,02/11/2021,02/11/2021,,01/02/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA095,30/09/2025,,E925230
7000814610,3003057450,WF KILGALLIOCH,J-95,3,P*ANEMOMETER CABLE REQUIRED,,APR,,,03/12/2021,03/12/2021,,04/03/2022,,SGRE 1,,,MCP,,,0,FICH,,,,,KIDAA095,30/09/2025,,E925230
7000819237,,WF KILGALLIOCH,H-68,3,CAB DOOR AA2004 SECURED BY RATCHET STRAP,"CAB DOOR AA2004 SECURED BY RATCHET STRAP, REPAIR REQUIRED",APR,,,30/10/2025,30/10/2025,,29/01/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID8A068,30/10/2025,IBR,Z486997
7000820764,,WF KILGALLIOCH,A-6,3,ELEVATOR EXT TRAVEL DOWN BUTTON DAMAGED,THE TRAVEL DOWN BUTTON ON THE EXTERNAL CONTROL PANEL FOR ELEVATOR IS DAMAGED REQUIREING REPLACMENT/REPAIR,APR,,,10/11/2025,10/11/2025,,09/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID1A006,10/11/2025,IBR,Z486997
7000820846,,WF KILGALLIOCH,C-26,3,ELEVATOR INTERNAL LIGHT NOT WORKING,THE INTERNAL LIGHT FOR ELEVATOR NOT WORKING REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID3A026,11/11/2025,IBR,Z486997
7000820867,,WF KILGALLIOCH,F-49,3,RESCUE ANCHOR POINT TO BE RE-PAINTED,RESCUE ANCHOR POINT IN NACELLE HAS LOST 30% OF ITS PAINT AND REQUIRES RE-PAINTING,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A049,11/11/2025,IBR,Z486997
7000820875,,WF KILGALLIOCH,F-50,3,LIFT PLT LIMIT SWITCH ROLLERS MISSING,LIFT PLATFORM LIMIT SWITCH ROLLERS MISSING REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID6A050,11/11/2025,IBR,Z486997
7000820869,,WF KILGALLIOCH,F-53,3,ELEVATOR INTERNAL LIGHT NOT WORKING,INTERNAL LIGHT FOR ELEVATOR NOT WORKING REQUIREIGN REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID6A053,11/11/2025,IBR,Z486997
7000820890,,WF KILGALLIOCH,F-55,3,ELEVATOR INTERNAL LIGHT NOT WORKING,INTERNAL CABIN LIGHT FOR ELEVATOR NOT WORKING REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID6A055,11/11/2025,IBR,Z486997
7000820900,,WF KILGALLIOCH,F-55,3,NACELLE RESCUE POINT RE-PAINTING,NACELLE RESCUE ANCHOR POINT LOST 25% OF ITS PAINT REQUIREING RE-PAINTING,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A055,11/11/2025,IBR,Z486997
7000820913,,WF KILGALLIOCH,F-56,3,ELEVATOR DOWN TRAVEL ARM DAMAGED,THE DOWNWARD TRAVEL LIMIT SWITCH ARM IS DEFORMED REQUIREINGN REPAIR,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID6A056,11/11/2025,IBR,Z486997
7000820920,,WF KILGALLIOCH,F-56,3,BASE INTERLOCK SWITCH ROLLER MISSING,BASE INTERLOCK SWITCH ROLLER MISSING REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID6A056,11/11/2025,IBR,Z486997
7000820916,,WF KILGALLIOCH,G-65,3,ELEVATOR EXTERNAL DOOR RELEASE COVER,RED COVER FROM EXTERNAL ELEVATOR DOOR RELEASE BUTTON MISSING,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID7A065,11/11/2025,IBR,Z486997
7000820927,,WF KILGALLIOCH,G-66,3,PLT 2 GATE INTERLOCK ROLLER MISSING,PLATFORM 2 GATE INTERLOCK ARM ROLLER MISSING REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Lifting systems,MCP,,,0,GEPE,,,,,KID7A066,11/11/2025,IBR,Z486997
7000820940,,WF KILGALLIOCH,H-67,3,ELEVATOR INTERNAL CAB LIGHT DAMAGED,INTERNAL CABIN LIGHT FOR ELEVATOR NOT WORKING REQUIREING REPAIR,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID8A067,11/11/2025,IBR,Z486997
7000820898,,WF KILGALLIOCH,H-72,3,PLT 3 ELEVATOR INDICATOR SWITCH ROLLER,THE ROLLER FOR PLATFORM 3 INDCATOR SWITCH MISSING REQUIRES REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID8A072,11/11/2025,IBR,Z486997
7000820929,,WF KILGALLIOCH,J-91,3,ELEVATOR PLT LIMIT SWITCH ROLLER,ROLLER ON PLATFORM LIMIT SWITCH M ISSING REQUIRES REPALCEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KIDAA091,11/11/2025,IBR,Z486997
7000820950,,WF KILGALLIOCH,J-92,3,ELEVATOR TOP MOVEMENT LIMIT SWITCH,LIMIT SWITCH FOR ELEVATOR UPWARD MOVEMENT DAMAGED REQUIREING REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KIDAA092,11/11/2025,IBR,Z486997
7000820951,,WF KILGALLIOCH,J-94,3,ELEVATOR TOP MOVEMENT LIMIT SWITCH,TOP LIMIT SWITCH ON ELEVATOR FOR UPWARD MOVEMENT DAMAGED REQUIRES REPLACEMENT,APR,,,11/11/2025,11/11/2025,,10/02/2026,,SGRE 1,,Lifting systems,MCP,,,0,GEPE,,,,,KIDAA094,11/11/2025,IBR,Z486997
7000822288,,WF KILGALLIOCH,D-34,3,P*ELEVATOR REQUIRES MULTIPLE REPAIRS,ELEVATOR ISSUES HIGHTLIGHTED DURING STAT INSPECTION INCLUDING UUNUSAL NOISE & SMELL FROM MOTOR. INTERLOCK FOR GATE DAMAGED. POWER CUTS OUT 3M OF TRAVEL. REPAIRS TO BE CARRIED OUT,APR,,,20/11/2025,20/11/2025,,19/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID4A034,20/11/2025,IBR,Z486997
7000822320,,WF KILGALLIOCH,A-2,3,P*ELEVATOR SAFETY LINE DAMAGE,SAFETY LINE FOR ELEVATOR DAMAGED REQUIRE REPAIR,APR,,,20/11/2025,20/11/2025,,19/02/2026,Elevator OR in place,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID1A002,20/11/2025,IBR,Z486997
