Code,WO,Maintenance Plant,WTG/Solar,Priority,Description,Long description,Detected,Approved,Deadline,To execute,Created on,User,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
7000822298,,WF KILGALLIOCH,H-76,3,P*POTENTIAL ISSUE WITH ELEVATOR MOTOR,UNUSAL NOISE NOTED FROM ELEVATOR MOTOR DURING STAT INSPECTION. INVESTIGATION REQUIRED,APR,,,20/11/2025,20/11/2025,,19/02/2026,"Elevator OR in place, repairs getting planned",SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID8A076,20/11/2025,IBR,Z486997
7000822597,,WF KILGALLIOCH,C-26,3,P*ELEVATOR BOTTOM LIMIT SWITCH ARM,ELEVATOR BOTTOM LIMIT SWITCH ACTUATOR ARM DAMAGED REQUIRES REPAIR,APR,,,21/11/2025,21/11/2025,,20/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID3A026,21/11/2025,IBR,Z486997
7000822658,,WF KILGALLIOCH,A-1,3,P*ELEVATOR HOUR COUNTER DAMAGED,HOUR COUNTER IN ELEVATOR DAMAGED REQUIRE REPAIR,APR,,,21/11/2025,21/11/2025,,20/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID1A001,21/11/2025,IBR,Z486997
7000822965,,WF KILGALLIOCH,E-38,3,P*ELEVATOR GUIDE WIRE BRACKETS BROKEN,BOTH ELEVATOR GUIDE WIRE BRACKETS BROKEN,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID5A038,24/11/2025,IBR,Z486997
7000822967,,WF KILGALLIOCH,G-59,3,P*ELEVATOR LANDING SWTICH DAMAGED,ELEVATOR LANDING SWITCH ROLLERS MISSING REQUIRES RELACEMENT,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID7A059,24/11/2025,IBR,Z486997
7000822968,,WF KILGALLIOCH,J-89,3,P*ELEVATOR GUIDE WIRE BRACKET WORN,ELEVATOR GUIDE WIRE BRACEKT WORN REQUIRES REPLACEMENT,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KIDAA089,24/11/2025,IBR,Z486997
7000823016,,WF KILGALLIOCH,A-1,3,P*MAINSHAFT BEARING SEAL LOOSE,MAINSHAFT BEARING SEAL LOOSE REQURIES REPAIR,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,OT,,KID1A001,24/11/2025,IBR,Z486997
7000823017,,WF KILGALLIOCH,F-48,4,P*STATOR BOX PANEL BOLT MISSING,STATOR BOX PANEL BOLT MISSING REQUIRES REPLACEMENT,APR,,,24/11/2025,24/11/2025,,24/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A048,24/11/2025,IBR,Z486997
7000823045,,WF KILGALLIOCH,G-57,3,P*GBOX AUV PUMP LEAKING,THE AUXILARY PUMP FOR THE BEARBOX LEAKING,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID7A057,24/11/2025,IBR,Z486997
7000823018,,WF KILGALLIOCH,G-57,3,P*MAIN BEARING SEAL LEAKING,MAIN BEARING SEAL LEAKING REQUIRES REPAIR,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID7A057,24/11/2025,IBR,Z486997
7000823019,,WF KILGALLIOCH,G-57,4,P*STATOR BOX PANEL BOLTS MISSING,2 BOLTS MISSING FROM STATOR BOX PANEL REQUIRES REPLACEMENT,APR,,,24/11/2025,24/11/2025,,24/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID7A057,24/11/2025,IBR,Z486997
7000823051,,WF KILGALLIOCH,H-67,4,P*GBX PAINT FLAKING,PAINT NOTED FLAKING OFF THE GEARBOX,APR,,,24/11/2025,24/11/2025,,24/05/2026,,SGRE 1,,Main Gearbox,MCP,,,0,GEPE,,,,,KID8A067,24/11/2025,IBR,Z486997
7000823055,,WF KILGALLIOCH,B-16,3,P*GEN COOLING DUCTS REPLACEMENT,GENERATOR COOLING DUCTS DAMAGED REQUIREING REPLACEMENT,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID2A016,24/11/2025,IBR,Z486997
7000823039,,WF KILGALLIOCH,E-43,3,P*GEN COOLING FAN COVER DAMAGED,GENERATOR COOLING FAN MOTOR COVER DAMAGED NEAR CHAIN HOIST BUCKET,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID5A043,24/11/2025,IBR,Z486997
7000823063,,WF KILGALLIOCH,F-48,3,P*GEN COOLING DUCT DAMAGED,GENERATOR COOLING DUCT DAMAGED REQUIRES REPAIR,APR,,,24/11/2025,24/11/2025,,23/02/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A048,24/11/2025,IBR,Z486997
7000825544,,WF KILGALLIOCH,H-76,3,P*STATOR CABLE STICKERS,STICKERS/LABELS FOR STATOR CABLES REQUIRE REPLACEMENT,APR,,,11/12/2025,11/12/2025,,12/03/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID8A076,11/12/2025,IBR,Z486997
7000825536,,WF KILGALLIOCH,H-76,3,P*MAIN SHAFT BEARINGS LEAKING,"MAIN SHAFT BEARINGS LEAKING THROUGH SEALS, REQUIRES REPAIR",APR,,,11/12/2025,11/12/2025,,12/03/2026,,SGRE 1,,Main shaft assembly,MCP,,,0,GEPE,,,,,KID8A076,11/12/2025,IBR,Z486997
7000825537,,WF KILGALLIOCH,H-76,4,P*STATOR CABLE BOX BOLTS,BOLTS MISSING FROM STATOR CABLE BOX PANEL,APR,,,11/12/2025,11/12/2025,,11/06/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID8A076,11/12/2025,IBR,Z486997
7000825552,,WF KILGALLIOCH,H-76,3,P*STATOR CABLE TEMP STICKERS,TEMPERATURE STICKERS FOR STATOR CABLES REQUIRE REPLACEMENT,APR,,,11/12/2025,11/12/2025,,12/03/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID8A076,11/12/2025,IBR,Z486997
7000825612,,WF KILGALLIOCH,A-7,3,P*ELEVATOR LIMIT ARM ROLLER,THE ROLLER ON THE ELEVATOR LMIT ARM IS MISSING REQUIREING REPLACEMENT,APR,,,11/12/2025,11/12/2025,,12/03/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID1A007,11/12/2025,IBR,Z486997
7000825624,,WF KILGALLIOCH,B-12,3,P*ELEVATOR LIMIT ARM ROLLER,ELEVATOR LIMIT SWITCH ARM MISING ROLLER REQUIRES REPLACEMENT,APR,,,11/12/2025,11/12/2025,,12/03/2026,,SGRE 1,,Personnel lift,MCP,,,0,GEPE,,,,,KID2A012,11/12/2025,IBR,Z486997
7000831349,,WF KILGALLIOCH,B-11,3,P*REPLACE/REPAIR tower access handrail,REPLACE/REPAIR tower access handrail,APR,,,02/02/2026,02/02/2026,,04/05/2026,,SGRE 1,,Tower and foundation,MCP,,,0,GEPE,,,,,KID2A011,02/02/2026,IBR,Z486997
7000831373,,WF KILGALLIOCH,H-74,3,P*REPAIR/REPLACE DAMAGED TOWER STEPS,TOWER DOOR STEPS ARE DAMAGED AND REQUIRE REPAIR/REPLACEMENT,APR,,,02/02/2026,10/04/2026,,04/05/2026,,SGRE 1,,Tower and foundation,MCP,,,0,GEPE,,,,,KID8A074,02/02/2026,IBR,Z486997
7000831380,,WF KILGALLIOCH,F-52,3,P*REPAIR/REPLACE DAMAGED TOWER STEPS,TOWER ACCESS DOOR STEPS DAMAGED REQUIRES REPAIR/REPLACEMENT,APR,,,02/02/2026,10/04/2026,,04/05/2026,,SGRE 1,,Tower and foundation,MCP,,,0,GEPE,,,,,KID6A052,02/02/2026,IBR,Z486997
7000831375,,WF KILGALLIOCH,B-16,3,P*REAR SKYLIGHT DAMAGED,THE REAR SKYLIGHT IN THE NACELLE IS DAMAGED AND REQUIRES REPAIR/REPLACEMENT,APR,,,02/02/2026,10/04/2026,,04/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID2A016,02/02/2026,IBR,Z486997
7000835161,,WF KILGALLIOCH,A-1,3,P*CONVERTER PUMP LEAK,"SLIGHT LEAK REPORTED FROM CONVERTER COOLING PUMP, TO BE INVESTIGATED",APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID1A001,26/02/2026,IBR,Z486997
7000835164,,WF KILGALLIOCH,A-9,3,P*TRX LOUVRES STUCK OPEN,LOUVRES ON TRX SIDE REPORTED AS STUCK OPEN,APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID1A009,26/02/2026,IBR,Z486997
7000835149,,WF KILGALLIOCH,A-10,3,P*TRX LOUVRES WONT OPEN,LOUVRES ON THE TRX SIDE WONT OPEN,APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID1A010,26/02/2026,IBR,Z486997
7000835180,,WF KILGALLIOCH,C-20,3,P*LOUVRES STUCK OPEN,LOUVRES AROUND TRX STUCK OPEN REQUIRE INVESTIGATION,APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID3A020,26/02/2026,IBR,Z486997
7000835185,,WF KILGALLIOCH,E-38,3,P*LOUVRES STUCK OPEN,LOUVRES STUCK OPEN REQUIREING INVESTIGATION,APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID5A038,26/02/2026,IBR,Z486997
7000835128,,WF KILGALLIOCH,E-40,3,P*LOUVRES WONT OPEN,LOUVRES WONT OPEN REQUIREING INVESTIGATION,APR,,,26/02/2026,10/04/2026,,28/05/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID5A040,26/02/2026,IBR,Z486997
7000835761,,WF KILGALLIOCH,E-42,3,P*LOUVRES NOT CLOSING,LOUVRES NOT CLOSING REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID5A042,02/03/2026,IBR,Z486997
7000835757,,WF KILGALLIOCH,E-43,3,P*LOUVRES WONT CLOSE,LOUVRES WONT CLOSE REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID5A043,02/03/2026,IBR,Z486997
7000835763,,WF KILGALLIOCH,F-47,3,P*LOUVRES WONT CLOSE,LOUVRES WONT CLOSE REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A047,02/03/2026,IBR,Z486997
7000835758,,WF KILGALLIOCH,F-55,3,P*LOUVRES WONT OPEN,LOUVRES WONT OPEN REQUIREING INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A055,02/03/2026,IBR,Z486997
7000835773,,WF KILGALLIOCH,F-55,3,P*VENTILATION HEAT PANEL HANGING,VENTILATION HEAT PANEL REPORTED TO BE HANGING LOOSE INVESTIGATION REQUIRED,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID6A055,02/03/2026,IBR,Z486997
7000835767,,WF KILGALLIOCH,G-57,3,P*TRX DOOR DAMAGE,CRACKS REPORTED ON TRX DOOR REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID7A057,02/03/2026,IBR,Z486997
7000835784,,WF KILGALLIOCH,H-70,3,P*TRX ROOM FIRE PROOF PANEL CRACK,CRACK FOUND AROUND BOLT HOLE OF FIREPROOF PANEL IN TRX ROOM,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID8A070,02/03/2026,IBR,Z486997
7000835795,,WF KILGALLIOCH,H-72,3,P*LOUVRES NOT CLOSING,LOUVRES NOT CLOSING REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID8A072,02/03/2026,IBR,Z486997
7000835796,,WF KILGALLIOCH,H-74,3,P*LOUVRES WONT OPEN,LOUVRES WONT OPEN REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID8A074,02/03/2026,IBR,Z486997
7000835797,,WF KILGALLIOCH,H-75,3,P*LOUVRES NOT CLOSING,LOUVRES NOT CLOSING REQUIREING INVESTIGATION,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID8A075,02/03/2026,IBR,Z486997
7000835798,,WF KILGALLIOCH,H-76,3,P*TRX LV CABLE RED INSULATOR HEAT EVIDEN,EVIDENCE OF POTENTIAL OVER HEATING TO RUBBER INSULATION ON TRX LV CABLE/FUSE/ TERMINAL COMPONENTS TO BE INVESTIGATED,APR,,,02/03/2026,02/03/2026,,01/06/2026,,SGRE 1,,Control system,MCP,,,0,GEPE,,,,,KID8A076,02/03/2026,IBR,Z486997
7000835799,,WF KILGALLIOCH,I-80,3,P*LOUVRES WONT CLOSE,LOUVRES WONT CLOSE REQUIREING INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID9A080,02/03/2026,IBR,Z486997
7000835855,,WF KILGALLIOCH,I-83,3,P*LOUVRES NOT CLOSING,LOUVRES NOT CLOSING REQUIREING INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KID9A083,02/03/2026,IBR,Z486997
7000835869,,WF KILGALLIOCH,J-91,3,P*TRX DOOR SECURED BY TEMPORARY MEASURE,"TRX DOOR CURRENTLY REQUIRES A CLIP TO SECURE, REPAIR TO BE CARRIED OUT",APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KIDAA091,02/03/2026,IBR,Z486997
7000835871,,WF KILGALLIOCH,J-91,3,P*LOUVRE SYSTEM FAULT,MULTIPLE ISSUES REPORTED WITH LOUVRES DURING TRANSFORMER MAINTENANCE REQUIREING INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KIDAA091,02/03/2026,IBR,Z486997
7000835856,,WF KILGALLIOCH,J-92,3,P*LOUVRES NOT CLOSING,LOUVRES NOT CLOSING REQUIREING INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KIDAA092,02/03/2026,IBR,Z486997
7000835858,,WF KILGALLIOCH,J-94,3,P*TRX DOOR SAFETY NOT TRIPPING TURBINE,TRX DOOR OPEN SIGNAL IS NOT TRIPPING TURBINE AND REQUIRES INVESTIGATION,APR,,,02/03/2026,10/04/2026,,01/06/2026,,SGRE 1,,Nacelle,MCP,,,0,GEPE,,,,,KIDAA094,02/03/2026,IBR,Z486997
7000838482,,WF KILGALLIOCH,A-3,4,FG008 door heater bracket damaged,,APR,,,17/03/2026,17/03/2026,,17/09/2026,,SGRE 1,,,MCP,,,1,GEPE,,,,,KID1A003,17/03/2026,IBR,U331825
7000838463,,WF KILGALLIOCH,A-3,4,Cracked feet on AA4002 cabinet,,APR,,,17/03/2026,17/03/2026,,17/09/2026,,SGRE 1,,,MCP,,,2,GEPE,,,,,KID1A003,17/03/2026,IBR,U331825
7000838485,,WF KILGALLIOCH,A-3,4,TX Louvres not closing,,APR,,,17/03/2026,17/03/2026,,17/09/2026,,SGRE 1,,,MCP,,,2,GEPE,,,,,KID1A003,17/03/2026,IBR,U331825
7000838493,,WF KILGALLIOCH,J-88,3,P*YAW SEAL DAMAGED,,APR,,,17/03/2026,17/03/2026,,16/06/2026,,SGRE 1,,,MCP,,,2,GEPE,,,,,KIDAA088,17/03/2026,IBR,U331825
7000840452,,WF KILGALLIOCH,D-28,3,P* WIND VANE MISSING,"WIND VANE MISSING FROM WEATHER INSTRUMENT, REPLACEMENT REQUIRED",APR,,,27/03/2026,27/03/2026,,26/06/2026,,SGRE 1,,Meteorological instruments,MCP,,,0,GEPE,,,,,KID4A028,27/03/2026,IBR,Z486997
7000840932,,WF KILGALLIOCH,F-50,3,SMP sensor 3 detached,,APR,,,31/03/2026,31/03/2026,,30/06/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID6A050,31/03/2026,IBR,U333700
7000840974,,WF KILGALLIOCH,B-11,2,Hub Leak,,APR,,,31/03/2026,31/03/2026,,15/04/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID2A011,31/03/2026,IBR,U333700
7000841392,,WF KILGALLIOCH,D-27,3,Nacelle fiber support bolts loose,,APR,,,02/04/2026,02/04/2026,,02/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A027,02/04/2026,IBR,U333700
7000841393,,WF KILGALLIOCH,D-27,3,Blade B accumulator p87.2 defective,,APR,,,02/04/2026,10/04/2026,,02/07/2026,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A027,02/04/2026,IBR,U333700
7000841401,,WF KILGALLIOCH,D-27,3,AA4002 cabinet feet cracked,,APR,,,02/04/2026,10/04/2026,,02/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A027,02/04/2026,IBR,U333700
7000841402,,WF KILGALLIOCH,D-27,4,4th platform bracket L4 bolt missing,,APR,,,02/04/2026,02/04/2026,,02/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A027,02/04/2026,IBR,U333700
7000841403,,WF KILGALLIOCH,D-30,4,Top lift platform P6 bracket sheared,,APR,,,02/04/2026,10/04/2026,,02/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,02/04/2026,IBR,U333700
7000841485,,WF KILGALLIOCH,J-91,2,REPAIR ANEMOMETER,,APR,,,03/04/2026,03/04/2026,,18/04/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KIDAA091,03/04/2026,IBR,U333700
7000841551,,WF KILGALLIOCH,D-30,5,Top lift platform P6 bracket sheared,,APR,,,06/04/2026,06/04/2026,,06/04/2027,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841552,,WF KILGALLIOCH,D-30,5,Stator box walkway section missing,,APR,,,06/04/2026,06/04/2026,,06/04/2027,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841545,,WF KILGALLIOCH,D-30,3,Blade A pitch ram seal leaking,,APR,,,06/04/2026,06/04/2026,,06/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841547,,WF KILGALLIOCH,D-30,3,Louvre under TX jammed closed,,APR,,,06/04/2026,06/04/2026,,06/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841553,,WF KILGALLIOCH,D-30,5,Crack on yaw platform section,,APR,,,06/04/2026,06/04/2026,,06/04/2027,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841532,,WF KILGALLIOCH,D-30,3,Temp wiring electro valve WS240A,,APR,,,06/04/2026,06/04/2026,,06/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841548,,WF KILGALLIOCH,D-30,3,Accelerometer 2&$ not plugged into gbox,,APR,,,06/04/2026,06/04/2026,,06/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841518,,WF KILGALLIOCH,D-30,3,Hyd oil leak at rotating union,,APR,,,06/04/2026,06/04/2026,,06/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841549,,WF KILGALLIOCH,D-30,5,Insulation removed from above TX,,APR,,,06/04/2026,06/04/2026,,06/04/2027,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A030,06/04/2026,IBR,U333700
7000841709,,WF KILGALLIOCH,D-35,3,A & B PITCH RAMS LEAKING,,APR,,,07/04/2026,10/04/2026,,07/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A035,07/04/2026,IBR,U333700
7000841966,,WF KILGALLIOCH,F-52,4,Floor next to stator has dropped,,APR,,,08/04/2026,08/04/2026,,08/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID6A052,08/04/2026,IBR,U333700
7000841947,,WF KILGALLIOCH,F-52,4,Wind vane not working,,APR,,,08/04/2026,08/04/2026,,08/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID6A052,08/04/2026,IBR,U333700
7000841847,,WF KILGALLIOCH,F-52,4,Slight tear on yaw seal,,APR,,,08/04/2026,08/04/2026,,08/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID6A052,08/04/2026,IBR,U333700
7000843053,,WF KILGALLIOCH,J-89,3,Spinner gap brush required,,APR,,,15/04/2026,15/04/2026,,15/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KIDAA089,15/04/2026,IBR,U333700
7000845832,,WF KILGALLIOCH,G-59,3,ROTATING UNION LEAKING,,APR,,,20/04/2026,20/04/2026,,20/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID7A059,20/04/2026,IBR,U333700
7000846924,,WF KILGALLIOCH,J-87,4,YAW GREASE COLLECTORS BOLTS MISSING,,APR,,,29/04/2026,29/04/2026,,29/10/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KIDAA087,29/04/2026,IBR,U333700
7000847252,,WF KILGALLIOCH,J-95,3,Chain hoist stat repairs,,APR,,,30/04/2026,30/04/2026,,30/07/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KIDAA095,30/04/2026,IBR,U333700
7000847950,,WF KILGALLIOCH,I-81,3,Oil leak in the hub,,APR,,,04/05/2026,04/05/2026,,03/08/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID9A081,04/05/2026,IBR,U333700
7000847960,,WF KILGALLIOCH,I-81,3,Pitch Ram B Leaking,,APR,,,04/05/2026,04/05/2026,,03/08/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID9A081,04/05/2026,IBR,U333700
7000847859,,WF KILGALLIOCH,J-92,2,3 -5 9 PMS Sensors missing,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KIDAA092,04/05/2026,IBR,U333700
7000847970,,WF KILGALLIOCH,I-85,2,Pitch Accumulator Pos.93 Blade B Burst,,APR,,,04/05/2026,04/05/2026,,19/05/2026,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,GEPE,,,,,KID9A085,04/05/2026,IBR,U333700
7000847980,,WF KILGALLIOCH,I-85,2,5 x SMP Sensors missing,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID9A085,04/05/2026,IBR,U333700
7000847971,,WF KILGALLIOCH,I-85,2,Oil leak in the the hub,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID9A085,04/05/2026,IBR,U333700
7000847981,,WF KILGALLIOCH,E-43,2,SMP Sensors 2-3-4-5 missing,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847951,,WF KILGALLIOCH,E-43,2,SMP Unit not powered on,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847952,,WF KILGALLIOCH,E-43,5,ZR394 heater body corroded,,APR,,,04/05/2026,04/05/2026,,04/05/2027,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847953,,WF KILGALLIOCH,E-43,2,Pitch accumulator Pos94 Blade A,,APR,,,04/05/2026,04/05/2026,,19/05/2026,"SGRE have placed order for replacements, no ETA at present 11/05",SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847982,,WF KILGALLIOCH,D-29,4,Bolt snapped on main shaftcover,,APR,,,04/05/2026,04/05/2026,,04/11/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A029,04/05/2026,IBR,U333700
7000847972,,WF KILGALLIOCH,E-43,2,Rotating union leak,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847973,,WF KILGALLIOCH,D-29,4,Hub cabinet filter cover missing,,APR,,,04/05/2026,04/05/2026,,04/11/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID4A029,04/05/2026,IBR,U333700
7000847974,,WF KILGALLIOCH,E-43,4,Stator box cover bolts missing,,APR,,,04/05/2026,04/05/2026,,04/11/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID5A043,04/05/2026,IBR,U333700
7000847975,,WF KILGALLIOCH,B-16,2,SMP not powering up,,APR,,,04/05/2026,04/05/2026,,19/05/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID2A016,04/05/2026,IBR,U333700
7000848098,,WF KILGALLIOCH,B-17,3,Replace Hoist,,APR,,,05/05/2026,05/05/2026,,04/08/2026,,SGRE 1,,,MCP,,,0,GEPE,,,,,KID2A017,05/05/2026,IBR,U333700
7000848545,,WF KILGALLIOCH,J-87,3,Tower platform brackets defective P5/P6,Tower platform brackets defective P5/P6,APR,,,08/05/2026,08/05/2026,,07/08/2026,Design Mod due to be rolled out in June 2026 to rectify site wide issue,SGRE 1,Technical,Tower and foundation,MCP,,,8,GEPE,,,,,KIDAA087,08/05/2026,IBR,U331825
7000848546,,WF KILGALLIOCH,J-87,4,P* Minor leak in hub,Minor leak detected in hub during joint MQI,APR,,,08/05/2026,08/05/2026,,08/11/2026,"Leak location unknown at time of MQI, SGRE to carry out investigation and resolve issue.",SGRE 1,Technical,Hydraulic system,MCP,,,4,GEPE,,,,,KIDAA087,08/05/2026,IBR,U331825
7000849697,,WF KILGALLIOCH,E-43,3,P*WTG ACCESS STEPS REPLACEMENT,,CREA,,,15/05/2026,,,,,SGRE 1,,Tower and foundation,MCP,,,0,GEPE,,,,,KID5A043,15/05/2026,IBR,U342227
7000849917,,WF KILGALLIOCH,A-2,2,P*BLADE B PITCH ACCUMULATOR,PITCH BLOCK B PITCH ACCUMULATOR PRECHARD PRESSURE - BURST,CREA,,,18/05/2026,,,,,SGRE 1,,Hydraulic system,MCP,,,0,GEPE,,,,,KID1A002,18/05/2026,IBR,Z486997
